"game_id","date","Team","Opponent","Team_Score","Opponent_Score","Location","ADJO","ADJD","EFF","EFG_pct","TO_Pct","OR_Pct","FTR_Pct","ThreePointer_Pct","opp_ADJO","opp_ADJD","Opp_EFF","Opp_EFG_Pct","Opp_TO_Pct","Opp_OR_Pct","Opp_FTR_Pct","Opp_ThreePointer_Pct"
"Air ForceCalifornia11-21",2024-11-21,"California","California",78,69,"H",113.2,112.6,118.1,57.7,22.7,43.3,51.9,30.77,113.2,112.6,118.1,57.7,22.7,43.3,51.9,30.77
"Alabama A&MGeorgia Tech12-28",2024-12-28,"Georgia Tech","Georgia Tech",92,49,"H",99.6,76.6,115.7,62.3,23.9,34.5,34.4,47.62,99.6,76.6,115.7,62.3,23.9,34.5,34.4,47.62
"Alabama St.SMU12-3",2024-12-03,"SMU","SMU",101,72,"H",122.6,110.6,138.6,55.1,11,47.6,49.3,34.48,122.6,110.6,138.6,55.1,11,47.6,49.3,34.48
"AlabamaNorth Carolina12-4",2024-12-04,"North Carolina","North Carolina",79,94,"H",103.1,95.8,94.7,44.2,15.6,31.9,20.5,17.86,103.1,95.8,94.7,44.2,15.6,31.9,20.5,17.86
"AlbanySyracuse12-10",2024-12-10,"Syracuse","Syracuse",102,85,"H",130.2,124.9,140.1,68.3,15.1,37.5,28.6,40,130.2,124.9,140.1,68.3,15.1,37.5,28.6,40
"AmericanNorth Carolina11-15",2024-11-15,"North Carolina","North Carolina",107,55,"H",122.1,92,144.2,64.8,12.1,38.5,55.7,31.82,122.1,92,144.2,64.8,12.1,38.5,55.7,31.82
"AmericanVirginia12-22",2024-12-22,"Virginia","Virginia",63,58,"H",100.1,104.4,107.8,54,13.7,20.7,28,42.11,100.1,104.4,107.8,54,13.7,20.7,28,42.11
"ArkansasMiami FL12-3",2024-12-03,"Miami FL","Miami FL",73,76,"H",120,106.6,108.1,55.8,16.3,25,13.3,31.03,120,106.6,108.1,55.8,16.3,25,13.3,31.03
"ArmyDuke11-8",2024-11-08,"Duke","Duke",100,58,"H",126.8,93.2,141,61.3,11.3,43.6,25.4,44.74,126.8,93.2,141,61.3,11.3,43.6,25.4,44.74
"AuburnDuke12-4",2024-12-04,"Duke","Duke",84,78,"H",148.6,102.2,133.8,57.8,6.4,33.3,46.6,40.91,148.6,102.2,133.8,57.8,6.4,33.3,46.6,40.91
"AuburnNorth Carolina11-26",2024-11-26,"North Carolina","North Carolina",72,85,"N",108.7,93.4,97.2,48.4,13.5,18.4,30.6,37.5,108.7,93.4,97.2,48.4,13.5,18.4,30.6,37.5
"BellarmineLouisville11-19",2024-11-19,"Louisville","Louisville",100,68,"H",111.3,101.6,135.6,64.1,12.2,34.5,37.5,34.29,111.3,101.6,135.6,64.1,12.2,34.5,37.5,34.29
"Bethune CookmanVirginia12-12",2024-12-12,"Virginia","Virginia",59,41,"H",94.5,90.4,103,51,19.2,32.3,24,30.43,94.5,90.4,103,51,19.2,32.3,24,30.43
"BinghamtonMiami FL11-10",2024-11-10,"Miami FL","Miami FL",88,64,"H",116.3,100.3,128.5,57.8,10.2,25.8,43.1,35.48,116.3,100.3,128.5,57.8,10.2,25.8,43.1,35.48
"Boise St.Boston College11-26",2024-11-26,"Boston College","Boston College",63,61,"N",96,82,91.9,51,26.3,21.4,27.5,16.67,96,82,91.9,51,26.3,21.4,27.5,16.67
"Boston CollegeGeorgia Tech1-4",2025-01-04,"Boston College","Georgia Tech",64,85,"A",98.4,117.2,90.2,46.6,18.3,22.2,25.4,33.33,112.2,91.8,119.8,66,12.7,14.8,50.9,47.06
"Boston CollegeMissouri St.11-25",2024-11-25,"Boston College","Boston College",76,74,"N",103.9,105.3,105.3,58.9,19.4,22.6,32.1,55.56,103.9,105.3,105.3,58.9,19.4,22.6,32.1,55.56
"Boston CollegeNorth Carolina1-25",2025-01-25,"Boston College","North Carolina",96,102,"A",139.9,122,127.7,65.2,12,20,21.2,58.33,127.5,129.2,135.7,60.3,10.6,41.4,52.4,37.5
"Boston CollegeNotre Dame1-13",2025-01-13,"Boston College","Notre Dame",60,78,"A",107.8,110.2,98.6,57.4,29.6,28,12.8,52.63,115.2,105.5,128.2,50,16.4,51.5,49.1,20
"Boston CollegeOld Dominion11-24",2024-11-24,"Boston College","Boston College",82,52,"N",114.6,88.6,123.7,50.7,12.1,43.2,23.9,38.46,114.6,88.6,123.7,50.7,12.1,43.2,23.9,38.46
"Boston CollegeVCU11-8",2024-11-08,"Boston College","Boston College",55,80,"N",87.3,103.6,76.6,31,23.7,34.7,50,18.18,87.3,103.6,76.6,31,23.7,34.7,50,18.18
"Boston CollegeVirginia1-21",2025-01-21,"Boston College","Virginia",56,74,"A",92.7,118.8,90.8,51.1,24.3,14.8,21.3,26.67,116.6,88,119.9,63,17.8,26.9,28,55
"Boston CollegeWake Forest12-7",2024-12-07,"Boston College","Wake Forest",66,72,"A",115,106.6,100.2,47.4,21.2,28.6,24.6,40,101.9,102,109.3,50,12.1,23.3,72.3,38.46
"BucknellSyracuse12-28",2024-12-28,"Syracuse","Syracuse",75,63,"H",101,96,103.4,53.5,29,44.1,40.4,30.43,101,96,103.4,53.5,29,44.1,40.4,30.43
"BuffaloNotre Dame11-11",2024-11-11,"Notre Dame","Notre Dame",86,77,"H",102.6,111.9,110.9,55.1,12.9,14.3,45.8,25,102.6,111.9,110.9,55.1,12.9,14.3,45.8,25
"Cal BaptistSMU11-26",2024-11-26,"SMU","SMU",79,77,"N",124,113.1,122.7,60,17.1,35.7,32.7,40,124,113.1,122.7,60,17.1,35.7,32.7,40
"Cal PolyCalifornia11-7",2024-11-07,"California","California",91,73,"H",109.1,101.1,120.4,54.6,13.2,37.8,43.1,42.31,109.1,101.1,120.4,54.6,13.2,37.8,43.1,42.31
"Cal PolyStanford11-30",2024-11-30,"Stanford","Stanford",90,97,"H",112.5,123.9,117,53.7,11.7,26.3,32.8,30.3,112.5,123.9,117,53.7,11.7,26.3,32.8,30.3
"Cal St. BakersfieldCalifornia11-4",2024-11-04,"California","California",86,73,"H",110,102.3,118.2,48.2,15.1,39.5,70.2,30.43,110,102.3,118.2,48.2,15.1,39.5,70.2,30.43
"Cal St. FullertonStanford11-8",2024-11-08,"Stanford","Stanford",80,53,"H",108.6,103.2,126,56.6,14.2,34.5,49.1,37.5,108.6,103.2,126,56.6,14.2,34.5,49.1,37.5
"CaliforniaClemson1-4",2025-01-04,"California","Clemson",68,80,"A",123.1,115.3,111.2,50.9,9.8,26.5,28.1,35.29,126.1,109.5,130.8,70,19.6,35,24,44.44
"CaliforniaMissouri12-3",2024-12-03,"California","California",93,98,"A",137.9,107.9,122.4,58.1,19.7,42.4,40.3,41.67,137.9,107.9,122.4,58.1,19.7,42.4,40.3,41.67
"CaliforniaN.C. State1-18",2025-01-18,"California","California",65,62,"A",112,97.4,105.9,50.9,17.9,37.5,32.1,37.5,112,97.4,105.9,50.9,17.9,37.5,32.1,37.5
"CaliforniaNorth Carolina1-15",2025-01-15,"California","North Carolina",53,79,"A",84.1,96.6,73.8,37,18.1,24.4,7.2,12,103.1,75.9,110.1,51.5,13.9,33.3,20,35.71
"CaliforniaPittsburgh1-1",2025-01-01,"California","Pittsburgh",74,86,"A",122.3,112.9,112.2,45.5,9.1,30.6,52.7,28.57,121.7,114.4,130.4,57.7,12.1,26.7,65.4,44.44
"CaliforniaSMU1-29",2025-01-29,"California","SMU",65,76,"A",98.8,95.3,90.9,38.1,15.4,32.7,31.3,20,102.7,89.3,106.3,50,22.4,41.2,31.7,30
"CaliforniaSan Diego St.12-21",2024-12-21,"California","California",50,71,"N",90.5,101.9,75.1,30,27,36.4,38.2,20.83,90.5,101.9,75.1,30,27,36.4,38.2,20.83
"CaliforniaUSC11-17",2024-11-17,"California","California",71,66,"A",115.4,92.2,107.7,55.5,19.7,25,23.6,33.33,115.4,92.2,107.7,55.5,19.7,25,23.6,33.33
"CaliforniaVanderbilt11-13",2024-11-13,"California","California",69,85,"A",97.9,102.3,90.7,48.2,26.3,23.5,38.2,35.71,97.9,102.3,90.7,48.2,26.3,23.5,38.2,35.71
"CampbellNorth Carolina12-29",2024-12-29,"North Carolina","North Carolina",97,81,"H",137.8,119.2,136.6,65.1,9.9,33.3,31.7,35.71,137.8,119.2,136.6,65.1,9.9,33.3,31.7,35.71
"CampbellVirginia11-6",2024-11-06,"Virginia","Virginia",65,56,"H",111.5,99.9,110.7,64.3,18.7,18.2,42.9,46.15,111.5,99.9,110.7,64.3,18.7,18.2,42.9,46.15
"Central ArkansasGeorgia Tech11-30",2024-11-30,"Georgia Tech","Georgia Tech",87,68,"H",122,118.3,134.7,58.2,7.7,35.3,32.8,40.62,122,118.3,134.7,58.2,7.7,35.3,32.8,40.62
"Charleston SouthernClemson11-4",2024-11-04,"Clemson","Clemson",91,64,"H",121.9,101.6,129.8,57.7,10,36.1,36.9,52.38,121.9,101.6,129.8,57.7,10,36.1,36.9,52.38
"Charleston SouthernGeorgia Tech11-27",2024-11-27,"Georgia Tech","Georgia Tech",91,67,"H",115.5,98.8,122,54.9,9.4,35.1,27.8,27.27,115.5,98.8,122,54.9,9.4,35.1,27.8,27.27
"Charleston SouthernMiami FL11-30",2024-11-30,"Miami FL","Miami FL",79,83,"H",111.2,132.4,116.3,57.6,14.7,25.8,23.7,36.36,111.2,132.4,116.3,57.6,14.7,25.8,23.7,36.36
"CincinnatiGeorgia Tech11-23",2024-11-23,"Georgia Tech","Georgia Tech",58,81,"H",94.7,117.6,83.3,39.8,17.2,30.8,33.9,25,94.7,117.6,83.3,39.8,17.2,30.8,33.9,25
"ClemsonBoise St.11-17",2024-11-17,"Clemson","Clemson",71,84,"A",111.4,103.1,100.2,41.2,11.3,31.1,29.4,24,111.4,103.1,100.2,41.2,11.3,31.1,29.4,24
"ClemsonGeorgia Tech1-14",2025-01-14,"Clemson","Georgia Tech",70,59,"A",116.1,88.6,107.3,51.9,13.8,17.2,38.5,34.78,95.2,99,90.4,41.7,21.5,30.8,35.2,35
"ClemsonLouisville1-7",2025-01-07,"Clemson","Louisville",64,74,"A",109.4,97.8,97.1,46.2,19.7,41,7.7,33.33,118.6,89.6,112.2,52.7,18.2,29,36.4,29.63
"ClemsonMiami FL12-7",2024-12-07,"Clemson","Miami FL",65,55,"A",98.6,89.2,109.7,47.4,11.8,33.3,20.7,33.33,102.3,97.3,92.8,44.6,21.9,35.3,10.7,16
"ClemsonN.C. State2-1",2025-02-01,"Clemson","Clemson",68,58,"A",115,93.4,111,53.7,8.2,13.8,22.2,35.29,115,93.4,111,53.7,8.2,13.8,22.2,35.29
"ClemsonPenn St.11-26",2024-11-26,"Clemson","Clemson",75,67,"N",111.7,92.1,108.2,51.8,18.8,31.4,35.1,47.37,111.7,92.1,108.2,51.8,18.8,31.4,35.1,47.37
"ClemsonPittsburgh1-18",2025-01-18,"Clemson","Pittsburgh",78,75,"A",132.7,107,125.4,64.2,20.9,38.5,26.4,51.85,126.8,116.2,120.6,54,14.5,38.9,16.1,32.35
"ClemsonSan Francisco11-25",2024-11-25,"Clemson","Clemson",70,55,"N",116.1,90.2,113.8,54.3,19.5,43.8,17.2,41.18,116.1,90.2,113.8,54.3,19.5,43.8,17.2,41.18
"ClemsonSouth Carolina12-17",2024-12-17,"Clemson","Clemson",88,91,"A",126,119.6,116.5,53.9,13.2,25,32.8,42.86,126,119.6,116.5,53.9,13.2,25,32.8,42.86
"ClemsonVirginia Tech1-25",2025-01-25,"Clemson","Virginia Tech",72,57,"A",118.8,90.3,118.9,54.3,13.2,37.9,22.4,33.33,101.7,107.5,94.1,45,16.5,29.4,42,36.84
"ColgateSyracuse11-12",2024-11-12,"Syracuse","Syracuse",74,72,"H",99.7,104.3,105.7,50,10,26.2,11.4,34.78,99.7,104.3,105.7,50,10,26.2,11.4,34.78
"Coppin St.Miami FL11-17",2024-11-17,"Miami FL","Miami FL",93,63,"H",127.8,117.7,138.5,67.2,13.4,34.5,14.1,51.85,127.8,117.7,138.5,67.2,13.4,34.5,14.1,51.85
"Coppin St.Virginia11-11",2024-11-11,"Virginia","Virginia",62,45,"H",91.1,87,97.4,49,18.9,18.8,23.1,33.33,91.1,87,97.4,49,18.9,18.8,23.1,33.33
"Coppin St.Wake Forest11-4",2024-11-04,"Wake Forest","Wake Forest",64,49,"H",86.6,80.4,89.5,47.3,16.8,23.1,41.1,24.32,86.6,80.4,89.5,47.3,16.8,23.1,41.1,24.32
"CornellCalifornia12-10",2024-12-10,"California","California",80,88,"H",102.7,115.5,109.5,53.1,24.6,43.6,25,36.36,102.7,115.5,109.5,53.1,24.6,43.6,25,36.36
"CornellSyracuse11-27",2024-11-27,"Syracuse","Syracuse",82,72,"H",100.5,92.9,108.5,44.5,7.9,29.5,27.4,38.46,100.5,92.9,108.5,44.5,7.9,29.5,27.4,38.46
"CreightonNotre Dame11-30",2024-11-30,"Notre Dame","Notre Dame",76,80,"N",117.4,108.5,108.4,50,12.8,30.8,23.1,39.13,117.4,108.5,108.4,50,12.8,30.8,23.1,39.13
"DartmouthBoston College11-29",2024-11-29,"Boston College","Boston College",83,88,"H",110.2,124.7,111.8,56.2,13.5,16.7,48.2,21.74,110.2,124.7,111.8,56.2,13.5,16.7,48.2,21.74
"DartmouthNotre Dame12-11",2024-12-11,"Notre Dame","Notre Dame",77,65,"H",112,98.8,112.6,57.6,13.2,19.4,23.7,28.57,112,98.8,112.6,57.6,13.2,19.4,23.7,28.57
"DaytonNorth Carolina11-25",2024-11-25,"North Carolina","North Carolina",92,90,"N",116.4,109.1,118.5,60.2,19.3,26.7,63,39.13,116.4,109.1,118.5,60.2,19.3,26.7,63,39.13
"Delaware St.Virginia Tech11-4",2024-11-04,"Virginia Tech","Virginia Tech",83,60,"H",108.7,93.6,117,55.5,22.5,42.4,60,32.14,108.7,93.6,117,55.5,22.5,42.4,60,32.14
"DenverStanford11-4",2024-11-04,"Stanford","Stanford",85,62,"H",111.1,100.4,122.8,54.6,15.9,42.9,27.7,30.43,111.1,100.4,122.8,54.6,15.9,42.9,27.7,30.43
"Detroit MercyWake Forest11-23",2024-11-23,"Wake Forest","Wake Forest",67,57,"H",99.7,94.8,100.2,47.5,7.5,15,21.3,28.57,99.7,94.8,100.2,47.5,7.5,15,21.3,28.57
"DrakeMiami FL11-21",2024-11-21,"Miami FL","Miami FL",69,80,"N",119.2,124.4,112.1,50,14.6,19.2,65.9,38.1,119.2,124.4,112.1,50,14.6,19.2,65.9,38.1
"DukeArizona11-22",2024-11-22,"Duke","Duke",69,55,"A",113.1,72,101.9,50,20.7,35.1,21.3,36,113.1,72,101.9,50,20.7,35.1,21.3,36
"DukeBoston College1-18",2025-01-18,"Duke","Boston College",88,63,"A",122.7,98.2,132.1,59.6,12,33.3,43.9,33.33,118.6,109.5,94.6,50,12,12.9,53.1,33.33
"DukeGeorgia Tech12-21",2024-12-21,"Duke","Georgia Tech",82,56,"A",133.5,90.5,128.3,65.5,15.6,33.3,27.3,40,106.9,108.7,87.6,41.4,15.6,24.3,17.2,35.29
"DukeKansas11-26",2024-11-26,"Duke","Duke",72,75,"N",121.9,102.3,105.7,61.5,23.5,19.2,37.5,42.31,121.9,102.3,105.7,61.5,23.5,19.2,37.5,42.31
"DukeKentucky11-12",2024-11-12,"Duke","Duke",72,77,"N",102.5,83.7,95.7,42.3,9.3,25,23.9,16.67,102.5,83.7,95.7,42.3,9.3,25,23.9,16.67
"DukeLouisville12-8",2024-12-08,"Duke","Louisville",76,65,"A",119.6,89.9,112.9,51.6,10.4,25.7,22.6,26.67,119.9,93.5,96.6,48,22.3,23.5,41.2,35.48
"DukeSMU1-4",2025-01-04,"Duke","SMU",89,62,"A",142.3,89.8,136.4,62.1,10.7,35.5,25.8,40.74,116.9,114.9,95,38.1,10.7,40.4,37.3,23.81
"DukeWake Forest1-25",2025-01-25,"Duke","Wake Forest",63,56,"A",105.1,82.4,93.3,44.7,23.7,35.9,29.8,28.12,97.2,81.4,83,40.2,14.8,11.1,45.1,16.67
"Eastern KentuckyClemson11-12",2024-11-12,"Clemson","Clemson",75,62,"H",105.8,97.3,115.9,51.6,20.1,50,31.1,29.17,105.8,97.3,115.9,51.6,20.1,50,31.1,29.17
"Eastern KentuckyLouisville12-28",2024-12-28,"Louisville","Louisville",78,76,"H",106.6,106.6,112.5,46.1,20.2,50,37.5,30.56,106.6,106.6,112.5,46.1,20.2,50,37.5,30.56
"Eastern KentuckyPittsburgh12-11",2024-12-11,"Pittsburgh","Pittsburgh",96,56,"H",115.8,91.6,136.9,71.3,14.3,25,46.3,47.83,115.8,91.6,136.9,71.3,14.3,25,46.3,47.83
"ElonNorth Carolina11-4",2024-11-04,"North Carolina","North Carolina",90,76,"H",117.1,103.7,120.6,48.1,8,37.5,20,40.62,117.1,103.7,120.6,48.1,8,37.5,20,40.62
"ElonNotre Dame11-22",2024-11-22,"Notre Dame","Notre Dame",77,84,"H",120.6,128.9,120,57.4,9.3,21.9,14.8,41.38,120.6,128.9,120,57.4,9.3,21.9,14.8,41.38
"Fairleigh DickinsonBoston College12-28",2024-12-28,"Boston College","Boston College",78,70,"H",122.1,121.9,127.1,56.4,16.3,42.9,32.7,28.57,122.1,121.9,127.1,56.4,16.3,42.9,32.7,28.57
"Fairleigh DickinsonMiami FL11-4",2024-11-04,"Miami FL","Miami FL",113,72,"H",138.1,111.1,151.7,71.7,10.7,38.5,26.1,41.18,138.1,111.1,151.7,71.7,10.7,38.5,26.1,41.18
"Florida A&MClemson11-29",2024-11-29,"Clemson","Clemson",86,58,"H",111.1,104.1,130,57.5,13.6,39.4,33.3,36,111.1,104.1,130,57.5,13.6,39.4,33.3,36
"Florida A&MSMU11-7",2024-11-07,"SMU","SMU",102,73,"H",115.7,105.6,130.6,60.6,14.1,33.3,40.9,41.67,115.7,105.6,130.6,60.6,14.1,33.3,40.9,41.67
"Florida St.Boston College2-1",2025-02-01,"Florida St.","Boston College",76,77,"A",105.1,102,105.6,44.2,16.7,28.6,75,40,109.6,105.6,107,44.7,11.1,28.9,33.3,40.74
"Florida St.California1-22",2025-01-22,"Florida St.","California",68,77,"A",104.9,110.7,104,43.9,15.3,47.7,6.8,20,121.7,103.1,117.7,42,15.3,53.3,31.9,26.09
"Florida St.Clemson1-11",2025-01-11,"Florida St.","Clemson",57,77,"A",103.4,106.9,91.3,46.9,19.2,24.1,30.6,25,125.7,92.5,123.3,59.5,16,30,17.2,46.43
"Florida St.LSU12-3",2024-12-03,"Florida St.","Florida St.",75,85,"A",114.1,109.9,102.6,43.1,19.1,44,30.6,31.58,114.1,109.9,102.6,43.1,19.1,44,30.6,31.58
"Florida St.Massachusetts11-24",2024-11-24,"Florida St.","Florida St.",92,59,"N",122.9,90,126.8,64.7,13.8,27.6,48.3,50,122.9,90,126.8,64.7,13.8,27.6,48.3,50
"Florida St.Miami FL1-8",2025-01-08,"Florida St.","Miami FL",80,65,"A",100.4,83.7,109.5,57.8,13.7,21.9,17.2,41.67,93.9,106.5,88.9,40.8,17.8,23.8,38.3,23.81
